-1,8,9,-1,10,11,-1,8,9,-1,12,13,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,-1,-1,8,9,-1,-1,-1,8,9,-1,12,13,8,9,-1,8,9,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1
-1,24,25,-1,26,27,-1,24,25,-1,28,29,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,27,-1,-1,24,25,-1,-1,-1,24,25,-1,28,29,24,25,-1,24,25,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1
11,-1,-1,8,9,-1,8,9,-1,10,11,-1,8,9,-1,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,-1,-1,8,9,-1,-1,-1,8,9,-1,10,11,-1,8,9,-1,10,11,-1,-1,-1,-1
27,-1,-1,24,25,-1,24,25,-1,26,27,-1,24,25,-1,28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,27,-1,-1,24,25,-1,-1,-1,24,25,-1,26,27,-1,24,25,-1,26,27,-1,-1,-1,-1
-1,-1,-1,-1,10,11,-1,-1,8,9,12,13,-1,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,-1,-1,8,9,10,11,-1,-1,8,9,-1,-1,-1,-1,-1
-1,-1,-1,-1,26,27,-1,-1,24,25,28,29,-1,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,27,-1,-1,24,25,26,27,-1,-1,24,25,-1,-1,-1,-1,-1
-1,-1,8,9,-1,8,9,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,8,9,-1,8,9,-1,8,9,-1,-1,-1,-1,-1
-1,-1,24,25,-1,24,25,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,24,25,-1,24,25,-1,24,25,-1,-1,-1,-1,-1
-1,-1,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,12,13,-1,8,9,-1,10,11,-1,-1,-1
-1,-1,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,26,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,28,29,-1,24,25,-1,26,27,-1,-1,-1
-1,-1,10,11,-1,-1,8,9,12,13,11,-1,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,-1,-1,8,9,12,13,-1,-1,8,9,-1,-1,-1,-1
-1,-1,26,27,-1,-1,24,25,28,29,27,-1,-1,24,25,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,29,-1,-1,24,25,28,29,-1,-1,24,25,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,8,9,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1
8,9,-1,8,9,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,8,9,-1,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,24,25,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1
24,25,-1,24,25,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,24,25,-1,26,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,10,11,-1,12,13,-1,10,11,-1,-1,-1,-1
-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,10,11,-1,12,13,-1,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,26,27,-1,28,29,-1,26,27,-1,-1,-1,-1
-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,26,27,-1,28,29,-1,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,-1,-1,8,9,10,11,-1,-1,8,9,-1,-1,-1,-1,-1
10,11,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,29,-1,-1,24,25,26,27,-1,-1,24,25,-1,-1,-1,-1,-1
26,27,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,8,9,-1,8,9,-1,8,9,-1,12,13,-1,-1,-1,-1
8,9,-1,8,9,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,8,9,-1,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,24,25,-1,24,25,-1,24,25,-1,28,29,-1,-1,-1,-1
24,25,-1,24,25,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,24,25,-1,28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,12,13,-1,8,9,-1,10,11,-1,-1,-1,-1,-1
-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,10,11,10,11,-1,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,28,29,-1,24,25,-1,26,27,-1,-1,-1,-1,-1
-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,26,27,26,27,-1,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,-1,-1,8,9,10,11,-1,-1,8,9,-1,-1,-1,-1,-1,-1
10,11,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,27,-1,-1,24,25,26,27,-1,-1,24,25,-1,-1,-1,-1,-1,-1
26,27,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,8,9,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,-1
-1,8,9,-1,8,9,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,8,9,-1,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,24,25,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1
-1,24,25,-1,24,25,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1,24,25,-1,26,27,8,9,-1,8,9,-1,-1,8,9,-1,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,12,13,-1,-1,8,9,-1,10,11,-1,-1,-1
-1,-1,-1,8,9,-1,10,11,-1,8,9,-1,10,11,-1,-1,10,11,-1,-1,12,13,-1,24,25,-1,24,25,-1,-1,24,25,-1,28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,28,29,-1,-1,24,25,-1,26,27,-1,-1,-1
-1,-1,-1,24,25,-1,26,27,-1,24,25,-1,26,27,-1,-1,26,27,-1,-1,28,29,-1,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,10,11,-1,-1,-1,-1,-1,-1,10,11,-1,-1,8,9,-1,12,13,-1,-1,8,9,-1,-1,-1,-1
-1,10,11,-1,-1,8,9,10,11,-1,-1,8,9,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,26,27,-1,-1,-1,-1,-1,-1,26,27,-1,-1,24,25,-1,28,29,-1,-1,24,25,-1,-1,-1,-1
-1,26,27,-1,-1,24,25,26,27,-1,-1,24,25,-1,24,25,-1,24,25,-1,-1,-1,-1,12,13,-1,-1,8,9,-1,12,13,-1,-1,8,9,-1,8,9,-1,8,9,-1,8,9,-1,8,9,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,8,9,-1,12,13,-1,-1,28,29,-1,-1,24,25,-1,28,29,-1,-1,24,25,-1,24,25,-1,24,25,-1,24,25,-1,24,25,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,24,25,-1,28,29,8,9,-1,8,9,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,8,9,-1,10,11,-1,8,9,-1,10,11,-1,-1,8,9,-1,12,13,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,10,11,10,11,-1,-1,12,13,-1,24,25,-1,24,25,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1,24,25,-1,26,27,-1,24,25,-1,26,27,-1,-1,24,25,-1,28,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,26,27,26,27,-1,-1,28,29,-1,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,10,11,-1,-1,12,13,-1,-1,8,9,10,11,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,10,11,-1,-1,8,9,-1,8,9,-1,8,9,-1,-1,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,26,27,-1,-1,28,29,-1,-1,24,25,26,27,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,26,27,-1,-1,24,25,-1,24,25,-1,24,25,-1,-1,10,11,-1,-1,8,9,-1,12,13,-1,-1,8,9,8,9,-1,8,9,-1,-1,8,9,-1,8,9,-1,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,10,11,26,27,-1,-1,24,25,-1,28,29,-1,-1,24,25,24,25,-1,24,25,-1,-1,24,25,-1,24,25,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,26,27,-1,8,9,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,10,11,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,-1,-1,8,9,-1,-1,24,25,-1,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,26,27,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,27,-1,-1,24,25,-1,-1,-1,-1,8,9,-1,10,11,-1,-1,-1,-1,-1,10,11,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,10,11,-1,-1,8,9,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,25,-1,26,27,-1,-1,-1,-1,-1,26,27,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,26,27,-1,-1,24,25,-1,-1,-1,-1,-1,-1
